date,hour,day_of_week,is_weekend,is_peak_hour,month,corridorName,jumlah_penumpang,corridor_encoded
2023-04-03,6,0,0,1,4,Ragunan - Dukuh Atas 2,2,132
2023-04-03,6,0,0,1,4,Ragunan - Gelora Bung Karno,3,133
2023-04-03,6,0,0,1,4,Ragunan - MH Thamrin via Kuningan,2,135
2023-04-03,6,0,0,1,4,Rawamangun - Duren Sawit,1,138
2023-04-03,6,0,0,1,4,Rawamangun - Klender,1,139
2023-04-03,6,0,0,1,4,Rempoa - Blok M,1,141
2023-04-03,6,0,0,1,4,Rusun Cakung Barat - Pulo Gadung,1,143
2023-04-03,6,0,0,1,4,Rusun Cipinang Besar Selatan - Penas Kalimalang,2,144
2023-04-03,6,0,0,1,4,Rusun Flamboyan - Cengkareng,1,146
2023-04-03,6,0,0,1,4,Rusun Jati Rawasari - Senen,1,147
2023-04-03,6,0,0,1,4,Rusun Jatinegara Kaum - Pulo Gadung,2,148
2023-04-03,6,0,0,1,4,Rusun Kapuk Muara - Penjaringan,1,149
2023-04-03,6,0,0,1,4,Rusun Komarudin - Penggilingan,2,150
2023-04-03,6,0,0,1,4,Rusun Marunda - Terminal Terpadu Pulo Gebang,2,153
2023-04-03,6,0,0,1,4,Rusun Penjaringan - Penjaringan,2,154
2023-04-03,6,0,0,1,4,Rusun Pesakih - Kalideres,3,155
2023-04-03,6,0,0,1,4,Rusun Pinus Elok - Rusun Pulo Gebang,2,156
2023-04-03,6,0,0,1,4,Rusun Pondok Bambu - Walikota Jakarta Timur,3,157
2023-04-03,6,0,0,1,4,Rusun Rawa Bebek - Bukit Duri,1,158
2023-04-03,6,0,0,1,4,Rusun Rawa Bebek - Kodamar,3,159
2023-04-03,6,0,0,1,4,Rusun Rawa Bebek - Penggilingan,1,160
2023-04-03,6,0,0,1,4,Rusun Sindang Koja - Kp. Sawah,1,161
2023-04-03,6,0,0,1,4,Rusun Waduk Pluit - Penjaringan,1,163
2023-04-03,6,0,0,1,4,S. Parman - Tanah Abang,1,164
2023-04-03,6,0,0,1,4,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,3,165
2023-04-03,6,0,0,1,4,Semper - Rorotan,1,166
2023-04-03,6,0,0,1,4,Senen - Blok M,1,167
2023-04-03,6,0,0,1,4,Senen - Lebak Bulus,1,168
2023-04-03,6,0,0,1,4,Senen - Pisangan Baru,2,169
2023-04-03,6,0,0,1,4,St. LRT Pegangsaan Dua - JIS,1,173
2023-04-03,6,0,0,1,4,Stasiun Manggarai - UI,1,175
2023-04-03,6,0,0,1,4,Stasiun Tebet - Kampung Melayu,1,179
2023-04-03,6,0,0,1,4,Stasiun Tebet - Karet via Patra Kuningan,2,180
2023-04-03,6,0,0,1,4,Stasiun Tebet - Karet via Underpass,1,181
2023-04-03,6,0,0,1,4,Stasiun Tebet - Rusun Karet Tengsin,2,182
2023-04-03,6,0,0,1,4,Summarecon Bekasi - BNN,1,183
2023-04-03,6,0,0,1,4,TU Gas - Bundaran Senayan,1,185
2023-04-03,6,0,0,1,4,Taman Kota - Budi Luhur,1,186
2023-04-03,6,0,0,1,4,Taman Waduk Papanggo - Kota Tua,1,187
2023-04-03,6,0,0,1,4,Tanah Abang - Grogol via Tawakal,2,189
2023-04-03,6,0,0,1,4,Tanah Abang - Jembatan Lima,1,190
2023-04-03,6,0,0,1,4,Tanah Abang - Kebayoran Lama,1,191
2023-04-03,6,0,0,1,4,Tanah Abang - Kota,2,193
2023-04-03,6,0,0,1,4,Tanah Abang - Stasiun Gondangdia,1,196
2023-04-03,6,0,0,1,4,Tanjung Priok - Pluit,3,200
2023-04-03,6,0,0,1,4,Tanjung Priok - Senen via Taman BMW,2,202
2023-04-03,6,0,0,1,4,Tanjung Priok - Sukapura,2,203
2023-04-03,6,0,0,1,4,Tanjung Priok - Tanah Merdeka,1,204
2023-04-03,6,0,0,1,4,Term. Rawamangun - Term. Manggarai,1,206
2023-04-03,6,0,0,1,4,Term. Tj. Priok - Pegangsaan II IGI,2,207
2023-04-03,6,0,0,1,4,Terminal Kampung Melayu - Kapin Raya,2,209
2023-04-03,6,0,0,1,4,Terminal Rawamangun - Cipinang Muara,1,211
2023-04-03,6,0,0,1,4,Terminal Tanjung Priok - Ancol Barat,1,213
2023-04-03,6,0,0,1,4,Universitas Indonesia - Lebak Bulus,1,215
2023-04-03,7,0,0,1,4,Andara - Stasiun Universitas Pancasila,1,0
2023-04-03,7,0,0,1,4,BSD - Jelambar,1,2
2023-04-03,7,0,0,1,4,BSD Serpong - Fatmawati,2,3
2023-04-03,7,0,0,1,4,Bekasi Barat - Kuningan,2,6
2023-04-03,7,0,0,1,4,Bekasi Timur - Cawang,1,7
2023-04-03,7,0,0,1,4,Bintaro - Blok M,1,9
2023-04-03,7,0,0,1,4,Blok M - Pasar Minggu,1,14
2023-04-03,7,0,0,1,4,Blok M - Universitas Indonesia,1,15
2023-04-03,7,0,0,1,4,Bulak Turi - Tanjung Priok,1,17
2023-04-03,7,0,0,1,4,Cawang UKI - Lubang Buaya,1,18
2023-04-03,7,0,0,1,4,Cempaka Putih - Pulo Gadung via Kelapa Gading,1,19
2023-04-03,7,0,0,1,4,Cibubur - Balai Kota,2,21
2023-04-03,7,0,0,1,4,Cililitan - Condet,1,26
2023-04-03,7,0,0,1,4,Cinere - Bundaran Senayan,2,31
2023-04-03,7,0,0,1,4,Cinere - Kuningan,1,32
2023-04-03,7,0,0,1,4,Ciputat - CSW,1,33
2023-04-03,7,0,0,1,4,Ciputat - Kampung Rambutan,1,34
2023-04-03,7,0,0,1,4,Depok - BKN,1,35
2023-04-03,7,0,0,1,4,Grogol - Benhil,1,40
2023-04-03,7,0,0,1,4,Grogol - Meruya via Roxy,2,41
2023-04-03,7,0,0,1,4,Harapan Baru - Pulo Gebang via Rawa Kuning,2,45
2023-04-03,7,0,0,1,4,Harapan Indah - ASMI,2,46
2023-04-03,7,0,0,1,4,Harmoni - Jakarta International Stadium,3,47
2023-04-03,7,0,0,1,4,Kalibata - Kuningan,1,54
2023-04-03,7,0,0,1,4,Kalideres - Bundaran HI via Veteran,2,55
2023-04-03,7,0,0,1,4,Kalideres - Gelora Bung Karno,1,56
2023-04-03,7,0,0,1,4,Kampung Melayu - Pulo Gadung,1,61
2023-04-03,7,0,0,1,4,Kampung Melayu - Ragunan,1,63
2023-04-03,7,0,0,1,4,Kampung Melayu - Tanah Abang,2,64
2023-04-03,7,0,0,1,4,Kampung Rambutan - Juanda via Pasar Baru,2,68
2023-04-03,7,0,0,1,4,Kampung Rambutan - Lebak Bulus,1,69
2023-04-03,7,0,0,1,4,Kampung Rambutan - Tanjung Priok,1,75
2023-04-03,7,0,0,1,4,Kebayoran Lama - Jelambar,1,76
2023-04-03,7,0,0,1,4,Kebayoran Lama - Tanah Abang,1,77
2023-04-03,7,0,0,1,4,Lebak Bulus - Cipulir,1,82
2023-04-03,7,0,0,1,4,Lebak Bulus - Petukangan,1,85
2023-04-03,7,0,0,1,4,Meruya - Blok M,1,89
2023-04-03,7,0,0,1,4,PGC 2 - Tanjung Priok,1,94
2023-04-03,7,0,0,1,4,Pangkalan Jati - Rawamangun,1,97
2023-04-03,7,0,0,1,4,Pantai Maju - Balai Kota,2,98
2023-04-03,7,0,0,1,4,Pinang Ranti - Pulo Gadung,1,110
2023-04-03,7,0,0,1,4,Pondok Labu - Blok M,1,113
2023-04-03,7,0,0,1,4,Poris Plawad - Bundaran Senayan,1,114
2023-04-03,7,0,0,1,4,Pulo Gadung - Monas,3,116
2023-04-03,7,0,0,1,4,Pulo Gebang - Rorotan,1,124
2023-04-03,7,0,0,1,4,Puri Beta - Kuningan (Express),2,126
2023-04-03,7,0,0,1,4,Puri Beta - Ragunan,1,128
2023-04-03,7,0,0,1,4,Puri Beta 2 - Tendean,2,129
2023-04-03,7,0,0,1,4,Ragunan - Dukuh Atas 2,1,132
2023-04-03,7,0,0,1,4,Ragunan - Gelora Bung Karno,1,133
2023-04-03,7,0,0,1,4,Rempoa - Blok M,1,141
2023-04-03,7,0,0,1,4,Roxy - Benhil,1,142
2023-04-03,7,0,0,1,4,Rusun Kapuk Muara - Penjaringan,1,149
2023-04-03,7,0,0,1,4,Rusun Komarudin - Penggilingan,1,150
2023-04-03,7,0,0,1,4,Rusun Penjaringan - Penjaringan,1,154
2023-04-03,7,0,0,1,4,Rusun Pesakih - Kalideres,1,155
2023-04-03,7,0,0,1,4,Rusun Pondok Bambu - Walikota Jakarta Timur,3,157
2023-04-03,7,0,0,1,4,Rusun Rawa Bebek - Bukit Duri,1,158
2023-04-03,7,0,0,1,4,Rusun Rawa Bebek - Kodamar,2,159
2023-04-03,7,0,0,1,4,Rusun Sindang Koja - Kp. Sawah,3,161
2023-04-03,7,0,0,1,4,Rusun Waduk Pluit - Penjaringan,1,163
2023-04-03,7,0,0,1,4,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1,165
2023-04-03,7,0,0,1,4,Senen - Blok M,1,167
2023-04-03,7,0,0,1,4,Senen - Pulo Gadung,1,170
2023-04-03,7,0,0,1,4,Senen - Pulo Gadung via Kelapa Gading,1,171
2023-04-03,7,0,0,1,4,Stasiun Manggarai - UI,1,175
2023-04-03,7,0,0,1,4,Stasiun Palmerah - Bundaran Senayan,2,176
2023-04-03,7,0,0,1,4,Stasiun Palmerah - Tosari,1,177
2023-04-03,7,0,0,1,4,Stasiun Tebet - Karet via Underpass,1,181
2023-04-03,7,0,0,1,4,TU Gas - Bundaran Senayan,1,185
2023-04-03,7,0,0,1,4,Tanah Abang - Grogol via Tawakal,1,189
2023-04-03,7,0,0,1,4,Tanah Abang - Kebayoran Lama,3,191
2023-04-03,7,0,0,1,4,Tanah Abang - St. Gondangdia,2,195
2023-04-03,7,0,0,1,4,Tanjung Priok - Blok M,3,197
2023-04-03,7,0,0,1,4,Tanjung Priok - Jembatan Item,1,198
2023-04-03,7,0,0,1,4,Tanjung Priok - Pluit,1,200
2023-04-03,7,0,0,1,4,Tanjung Priok - Sukapura,1,203
2023-04-03,7,0,0,1,4,Terminal Kampung Melayu - Terminal Klender,1,210
2023-04-03,7,0,0,1,4,Terminal Rawamangun - Cipinang Muara,2,211
2023-04-03,7,0,0,1,4,Universitas Indonesia - Lebak Bulus,2,215
2023-04-03,8,0,0,1,4,BKN - Blok M,3,1
2023-04-03,8,0,0,1,4,Batusari - Grogol,1,4
2023-04-03,8,0,0,1,4,Bekasi Barat - Blok M,1,5
2023-04-03,8,0,0,1,4,Bekasi Barat - Kuningan,1,6
2023-04-03,8,0,0,1,4,Bintaro - Blok M,1,9
2023-04-03,8,0,0,1,4,Blok M - Kota,3,12
2023-04-03,8,0,0,1,4,Blok M - Pasar Minggu,1,14
2023-04-03,8,0,0,1,4,Cibubur - BKN,1,20
2023-04-03,8,0,0,1,4,Cibubur - Balai Kota,2,21
2023-04-03,8,0,0,1,4,Cibubur - Kuningan,1,22
2023-04-03,8,0,0,1,4,Cibubur Junction - Blok M,1,23
2023-04-03,8,0,0,1,4,Ciledug - Tendean,1,25
2023-04-03,8,0,0,1,4,Cililitan - Condet,1,26
2023-04-03,8,0,0,1,4,Cililitan - Kp. Pulo,1,29
2023-04-03,8,0,0,1,4,Cilincing - Rorotan,1,30
2023-04-03,8,0,0,1,4,Ciputat - CSW,2,33
